id,ico,nazov,ulica,psc,obec_id,obec_nazov,obec_kod,okres,kraj,lat,lon,presnost_polohy,typ_prevadzky,typ_nazov,sektor,zdroj_id
351,35541148,"Základná škola Mihálya Helmeczyho s VJM, Hunyadiho 1256/16, Kráľovský Chlmec",,,211,Kráľovský Chlmec,SK042B528447,Trebišov,Košický,48.416667,21.983333,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
352,35541253,"Základná škola, Školská 339/2, Michaľany",,,138,Michaľany,SK042B528587,Trebišov,Košický,48.516667,21.633333,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
353,35542756,"Školská jedáleň, Kežmarská 28, Košice",,,127,Košice - mestská časť Západ,SK0423598224,Košice II,Košický,48.714333,21.227312,mestska_cast,skolska_jedalen,Školská jedáleň,Gastro a stravovacie zariadenia,1
354,35542764,"Školská jedáleň, Trebišovská 10, Košice",,,127,Košice - mestská časť Západ,SK0423598224,Košice II,Košický,48.714333,21.227312,mestska_cast,skolska_jedalen,Školská jedáleň,Gastro a stravovacie zariadenia,1
355,35542772,"Školská jedáleň, Bernolákova 16, Košice",,,127,Košice - mestská časť Západ,SK0423598224,Košice II,Košický,48.714333,21.227312,mestska_cast,skolska_jedalen,Školská jedáleň,Gastro a stravovacie zariadenia,1
356,35543647,"Základná škola, Pionierov 1, Rožňava",,,15,Rožňava,SK0428525529,Rožňava,Košický,48.654392,20.531184,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
357,35543752,"Základná škola Eugena Ruffinyho, Zimná 190/144, Dobšiná",,,180,Dobšiná,SK0428525634,Rožňava,Košický,48.821028,20.364743,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
358,35545666,"Školská jedáleň, Komenského 6, Sobrance",,,212,Sobrance,SK0429523089,Sobrance,Košický,48.742148,22.179139,obec,skolska_jedalen,Školská jedáleň,Gastro a stravovacie zariadenia,1
359,35545674,"Školská jedáleň, Komenského 12, Sobrance",,,212,Sobrance,SK0429523089,Sobrance,Košický,48.742148,22.179139,obec,skolska_jedalen,Školská jedáleň,Gastro a stravovacie zariadenia,1
360,35546069,"Základná škola, Z. Nejedlého 2, Spišská Nová Ves",,,213,Spišská Nová Ves,SK042A526355,Spišská Nová Ves,Košický,48.943534,20.562964,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
361,35546484,"Základná škola, Mníšek nad Hnilcom 497",,,214,Mníšek nad Hnilcom,SK0421543365,Gelnica,Košický,48.8,20.8,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
362,35559420,"Materská škola, Budapeštianska 1, Košice",,,215,Košice - mestská časť Sídlisko Ťahanovce,SK0422599875,Košice I,Košický,48.756322,21.26885,mestska_cast,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
363,35560321,Gymnázium sv. Edity Steinovej,,,106,Košice,SK0424598682,Košice I,Košický,48.717227,21.249677,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
364,35564024,Stredná odborná škola pedagogická sv. Cyrila a Metoda,,,128,Košice - mestská časť Juh,SK0425599824,Košice IV,Košický,48.706875,21.259905,mestska_cast,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
365,35564113,"Základná škola, SNP 13, Spišské Vlachy",,,216,Spišské Vlachy,SK042A543594,Spišská Nová Ves,Košický,48.947914,20.797352,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
366,35566451,"Materská škola, Hlavná ulica 3, Krompachy",,,12,Krompachy,SK042A543268,Spišská Nová Ves,Košický,48.917127,20.873055,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
367,35581000,"Psychiatrická nemocnica Michalovce, n. o.",,,36,Michalovce,SK0427522279,Michalovce,Košický,48.75,21.933333,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
368,35582391,"Regionálna nemocnica Sobrance, n. o.",,,212,Sobrance,SK0429523089,Sobrance,Košický,48.742148,22.179139,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
369,35583720,"Zariadenie pre seniorov Juraja Schoppera, n.o.",,,15,Rožňava,SK0428525529,Rožňava,Košický,48.654392,20.531184,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
370,35630027,"Spojená škola, Školská 212, Sládkovičovo",,,217,Sládkovičovo,SK0212504017,Galanta,Trnavský,48.208208,17.644866,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
371,35630043,"Spojená škola, Jatočná 4, Skalica",,,100,Skalica,SK0216504815,Skalica,Trnavský,48.770797,17.20201,okres,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
372,35697547,"COOP Jednota Slovensko, spotrebné družstvo",,,125,Bratislava,,Bratislava I,Bratislavský,48.153538,17.109671,obec,retail_druzstvo,Spotrebné družstvo (predajne),Retail a distribúcia potravín,1
373,35697679,PIVOVAR CODECON spol. s r.o.,Hlavná 325,90041,218,Rovinka,SK0108508209,Senec,Bratislavský,48.1,17.233333,obec,pivovar,Pivovar / minipivovar,Potravinárstvo a nápoje,1
374,35761555,"MLYN ŠTÚROVO, a.s.",Hlavná 76,93562,158,Pohronský Ruskov,SK0232502677,Levice,Nitriansky,47.983333,18.666667,obec,mlyn,Mlyn,Potravinárstvo a nápoje,1
375,35774151,Pekáreň Dunajská Lužná s.r.o.,Športová 737/6,90042,192,Dunajská Lužná,SK0108545333,Senec,Bratislavský,48.082194,17.263614,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
376,35782803,Lycos Malt s.r.o.,Sladovnícka 15,91701,28,Trnava,SK0217506745,Trnava,Trnavský,48.37729,17.586718,obec,sladovna,Sladovňa,Potravinárstvo a nápoje,1
377,35790164,Kaufland Slovenská republika v.o.s.,,,20,Bratislava - mestská časť Nové Mesto,SK0103529346,Bratislava III,Bratislavský,48.167188,17.138349,mestska_cast,retail_retazec,Obchodný reťazec,Retail a distribúcia potravín,1
378,35793783,"Lidl Slovenská republika, s.r.o.",,,39,Bratislava - mestská časť Ružinov,SK0102529320,Bratislava II,Bratislavský,48.149645,17.164279,mestska_cast,retail_retazec,Obchodný reťazec,Retail a distribúcia potravín,1
379,35793848,"Skládka odpadov - Dubová, s.r.o.",Hlavná 39,90090,219,Dubová,SK0107507881,Svidník,Prešovský,49.366667,21.433333,obec,odpadove_hospodarstvo,Odpadové hospodárstvo,Komunálny a gastro bioodpad,1
380,35798815,GT-Hydina s.r.o.,Hadovská 870,94501,80,Komárno,SK0231501026,Komárno,Nitriansky,47.757388,18.129917,obec,hydina,Hydinárska prevádzka,Poľnohospodárstvo a chov,1
381,35820667,"Mliekoservis Slovakia, a.s.",Nám. SNP 217/2,96261,220,Dobrá Niva,SK032B518298,Zvolen,Banskobystrický,48.473486,19.101794,obec,mliekaren,Mliekáreň,Potravinárstvo a nápoje,1
382,35843462,"PÍLA MALACKY, s.r.o.",Pezinská 1,90101,221,Malacky,SK0106508063,Malacky,Bratislavský,48.43475,17.020348,obec,pila,Píla a drevospracovanie,"Drevo, lesníctvo a ostatné",1
383,35850370,"Bratislavská vodárenská spoločnosť, a.s.",Prešovská 48,82646,39,Bratislava - mestská časť Ružinov,SK0102529320,Bratislava II,Bratislavský,48.149645,17.164279,mestska_cast,vodarenska,Vodárenská spoločnosť (ČOV),Komunálny a gastro bioodpad,1
384,35854723,SLOVŠKROB a.s.,NA 58,94143,222,Dolný Ohaj,SK0234503151,Nové Zámky,Nitriansky,48.08008,18.252347,obec,skrobaren,Škrobáreň,Potravinárstvo a nápoje,1
385,35858451,"Mäso Förster, s.r.o.",Saratovská 26/B,84102,125,Bratislava,,Bratislava I,Bratislavský,48.153538,17.109671,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
386,35864761,"Reštaurácia a kaviareň biffi, s.r.o.",,,151,Bratislava - mestská časť Rača,SK0103529354,Bratislava III,Bratislavský,48.211512,17.1534,mestska_cast,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
387,35874287,"Slovenská liehovarnícka, a.s.",Na Štyridsiatku 7,81106,125,Bratislava,,Bratislava I,Bratislavský,48.153538,17.109671,obec,liehovar,Liehovar a pálenica,Potravinárstvo a nápoje,1
388,35880228,Hotel LIPA Slovakia s. r. o.,,,39,Bratislava - mestská časť Ružinov,SK0102529320,Bratislava II,Bratislavský,48.149645,17.164279,mestska_cast,hotel,Hotel,Gastro a stravovacie zariadenia,1
389,35880821,ST. NICOLAUS Group a.s.,Trnavská cesta 100,82101,39,Bratislava - mestská časť Ružinov,SK0102529320,Bratislava II,Bratislavský,48.149645,17.164279,mestska_cast,liehovar,Liehovar a pálenica,Potravinárstvo a nápoje,1
390,35889543,VÍNO Doľany spol. s r. o.,NA 445,90088,223,Doľany,SK0107507873,Pezinok,Bratislavský,48.414316,17.378144,obec,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
391,35898224,"Vinárstvo Kamenica, s. r. o.",Hrnčiarska 2/D,90201,184,Pezinok,SK0107508179,Pezinok,Bratislavský,48.285586,17.27028,obec,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
392,35910445,Zeleninárska s.r.o.,Malokrmešská 455/11,90050,224,Kráľová pri Senci,SK0108503894,Senec,Bratislavský,48.195128,17.450829,obec,zeleninarstvo,Zeleninárstvo,Poľnohospodárstvo a chov,1
393,35929006,"AB pivovar, a.s.",Lermontovova 3,81105,174,Bratislava - mestská časť Staré Mesto,SK0101528595,Bratislava I,Bratislavský,48.140553,17.112478,mestska_cast,pivovar,Pivovar / minipivovar,Potravinárstvo a nápoje,1
394,35929936,"ROĽNÍCKY MLYN, s.r.o.",,94142,159,Veľké Lovce,SK0234503631,Nové Zámky,Nitriansky,48.066661,18.333335,obec,mlyn,Mlyn,Potravinárstvo a nápoje,1
395,35949856,Vinárstvo Vištuk a. s.,Františkánska 423/1,81101,174,Bratislava - mestská časť Staré Mesto,SK0101528595,Bratislava I,Bratislavský,48.140553,17.112478,mestska_cast,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
396,35964243,"FARMA MAGJEP, s. r. o.",Hlavná 124,95176,225,Tesárske Mlyňany,SK0237500810,Zlaté Moravce,Nitriansky,48.332164,18.350798,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
397,35979381,"HBT VITIS, s.r.o.",Ružová ulica 1017,94137,91,Strekov,SK0234503550,Nové Zámky,Nitriansky,47.9,18.416667,obec,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
398,35984457,"Špeciálna základná škola, Za parkom 966, Veľký Krtíš",,,226,Veľký Krtíš,SK032A515850,Veľký Krtíš,Banskobystrický,48.20896,19.349119,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
399,35991593,"Základná škola M. R. Štefánika, Haličská cesta 1191/8, Lučenec",,,18,Lučenec,SK0326511218,Lučenec,Banskobystrický,48.330282,19.664144,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
400,35995904,"Základná škola Jana Amosa Komenského, Komenského 652/50, Púchov",,,110,Púchov,SK0228513610,Púchov,Trenčiansky,49.123992,18.324242,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
401,36002470,"Píla Maša, s.r.o.",Vodná 27,94901,23,Nitra,SK0233500011,Nitra,Nitriansky,48.31257,18.09061,obec,pila,Píla a drevospracovanie,"Drevo, lesníctvo a ostatné",1
402,36005614,"PÍLA SEB, s.r.o.",,96266,227,Sebechleby,SK0325518735,Krupina,Banskobystrický,48.275107,18.952016,obec,pila,Píla a drevospracovanie,"Drevo, lesníctvo a ostatné",1
403,36009342,"COOP Jednota Brezno, spotrebné družstvo",,,149,Brezno,SK0323508497,Brezno,Banskobystrický,48.805335,19.640961,obec,retail_druzstvo,Spotrebné družstvo (predajne),Retail a distribúcia potravín,1
404,36012815,"COOP Jednota Trstená, spotrebné družstvo",,,228,Trstená,SK031A510106,Tvrdošín,Žilinský,49.363892,19.615641,obec,retail_druzstvo,Spotrebné družstvo (predajne),Retail a distribúcia potravín,1
405,36014508,"OVISFARMA SK, s. r. o.",Slovenských partizánov 1129/49,01701,112,Považská Bystrica,SK0226512842,Považská Bystrica,Trenčiansky,49.114507,18.447319,obec,farma,Živočíšna farma,Poľnohospodárstvo a chov,1
406,36036102,"SPOL AGRO POČÚVADLO, s.r.o.",Ludanská 7,93401,103,Levice,SK0232502031,Levice,Nitriansky,48.216667,18.6,obec,agro,Poľnohospodársky podnik,Poľnohospodárstvo a chov,1
407,36040690,"Bryndziareň a syráreň, s.r.o.",SNP 376/7,96201,229,Zvolenská Slatina,SK032B518972,Zvolen,Banskobystrický,48.560709,19.260067,obec,syraren,Syráreň a bryndziareň,Potravinárstvo a nápoje,1
408,36043702,HYDINÁREŇ TOMÁŠOVCE s.r.o.,Záporožská 9,85101,125,Bratislava,,Bratislava I,Bratislavský,48.153538,17.109671,obec,hydina,Hydinárska prevádzka,Poľnohospodárstvo a chov,1
409,36044041,"Pekáreň ALFEX, spol. s r. o.",Muránska cesta 11,98061,175,Tisovec,SK0329515680,Rimavská Sobota,Banskobystrický,48.681,19.942023,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
410,36047716,"PEKÁREŇ, s.r.o.",Športová 2,98511,230,Halič,SK0326511421,Lučenec,Banskobystrický,48.354442,19.573333,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
411,36051691,Pivovar STEIGER a.s.,Pivovar Steiger 24,96602,231,Vyhne,SK032D517364,Žiar nad Hronom,Banskobystrický,48.505945,18.798587,obec,pivovar,Pivovar / minipivovar,Potravinárstvo a nápoje,1
412,36056006,"Stredoslovenská vodárenská spoločnosť, a.s.",Partizánska cesta 5,97401,209,Banská Bystrica,SK0321508438,Banská Bystrica,Banskobystrický,48.738539,19.156869,obec,vodarenska,Vodárenská spoločnosť (ČOV),Komunálny a gastro bioodpad,1
413,36057029,Technické služby Detva s.r.o.,Bottova 1272,96212,232,Detva,SK0324518263,Detva,Banskobystrický,48.544384,19.411609,obec,technicke_sluzby,Technické služby mesta / obce,Komunálny a gastro bioodpad,1
414,36063959,"Základná škola Albína Brunovského, Obchodná ulica 7, Zohor",,,233,Zohor,SK0106508381,Malacky,Bratislavský,48.317496,16.982457,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
415,36077739,"Špecializovaná nemocnica pre ortopedickú protetiku Bratislava, n.o.",,,39,Bratislava - mestská časť Ružinov,SK0102529320,Bratislava II,Bratislavský,48.149645,17.164279,mestska_cast,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
416,36083895,Nemocnica Piešťany n.f.,,,234,Piešťany,SK0214507440,Piešťany,Trnavský,48.589897,17.821604,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
417,36084166,Domov Klas n.o.,,,235,Vrbové,SK0214507750,Piešťany,Trnavský,48.619531,17.723876,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
418,36090212,"Základná škola s materskou školou, Osloboditeľov 9, Červeník",,,236,Červeník,SK0213506885,Hlohovec,Trnavský,48.458044,17.75582,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
419,36090361,"Základná škola s materskou školou s VJM, Tomášikovo 4",,,237,Tomášikovo,SK0212504076,Galanta,Trnavský,48.079033,17.694329,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
420,36092479,Gymnázium Jána Baltazára Magina,,,235,Vrbové,SK0214507750,Piešťany,Trnavský,48.619531,17.723876,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
421,36094218,"Základná škola s materskou školou Sándora Petőfiho s VJM, Richterova 1171, Sládkovičovo",,,217,Sládkovičovo,SK0212504017,Galanta,Trnavský,48.208208,17.644866,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
422,36094234,"Spojená škola, Školská 1087, Sládkovičovo",,,217,Sládkovičovo,SK0212504017,Galanta,Trnavský,48.208208,17.644866,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
423,36096971,"Domov sociálnych služieb ""Dúha"" Svätý Peter, n.o.",,,238,Svätý Peter,SK0231501115,Komárno,Nitriansky,47.846468,18.262893,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
424,36119385,"Nemocnica s poliklinikou Ilava, n. o.",,,239,Ilava,SK0222513156,Ilava,Trenčiansky,49.0,18.233333,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
425,36125784,"Základná škola s materskou školou, Slovanská 330/23, Púchov",,,110,Púchov,SK0228513610,Púchov,Trenčiansky,49.123992,18.324242,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
426,36125938,"Základná škola s materskou školou Václava Mitúcha, Školská 368/2, Horné Srnie",,,193,Horné Srnie,SK0229506036,Trenčín,Trenčiansky,48.983333,18.1,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
427,36129470,"Materská škola, Poľovnícka 12, Nové Mesto nad Váhom",,,5,Nové Mesto nad Váhom,SK0224506338,Nové Mesto nad Váhom,Trenčiansky,48.763325,17.830386,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
428,36129682,"Materská škola, Chmelinec 1411/6, Púchov",,,110,Púchov,SK0228513610,Púchov,Trenčiansky,49.123992,18.324242,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
429,36129691,"Materská škola, Mládežnícka 1438/13, Púchov",,,110,Púchov,SK0228513610,Púchov,Trenčiansky,49.123992,18.324242,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
430,36129712,"Materská škola, Ľ. Štúra 5/5, Beluša",,,178,Beluša,SK0228512851,Púchov,Trenčiansky,49.066667,18.333333,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
431,36130974,"Materská škola, Požiarna 1292/11, Púchov",,,110,Púchov,SK0228513610,Púchov,Trenčiansky,49.123992,18.324242,obec,skola_materska,Materská škola,Gastro a stravovacie zariadenia,1
432,36137430,Súkromná stredná odborná škola Pro scholaris,,,34,Žilina,SK031B517402,Žilina,Žilinský,49.223464,18.739498,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
433,36158950,"Základná škola, Školská 7/6, Toporec",,,240,Toporec,SK0413523976,Kežmarok,Prešovský,49.266667,20.5,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
434,36167878,"RADOSŤ, n. o. - CENTRUM SOCIÁLNYCH SLUŽIEB",,,241,Výrava,SK0415521001,Medzilaborce,Prešovský,49.192976,22.004666,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
435,36168165,Fakultná nemocnica AGEL Košice-Šaca a. s.,,,106,Košice,,Košice I,Košický,48.717227,21.249677,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
436,36173037,"Mestské lesy Rožňava, s.r.o.",Šafárikova 25,04801,15,Rožňava,SK0428525529,Rožňava,Košický,48.654392,20.531184,obec,mestske_lesy,Mestské lesy,"Drevo, lesníctvo a ostatné",1
437,36182672,Nemocnica AGEL Krompachy s.r.o.,,,12,Krompachy,SK042A543268,Spišská Nová Ves,Košický,48.917127,20.873055,obec,nemocnica,Nemocnica,Gastro a stravovacie zariadenia,1
438,36184187,"SLADOVŇA, a.s. Michalovce",Močarianska 14,07101,36,Michalovce,SK0427522279,Michalovce,Košický,48.75,21.933333,obec,sladovna,Sladovňa,Potravinárstvo a nápoje,1
439,36196479,REŠTAURÁCIA ŠPORT - KANI s.r.o,,,242,Košice - mestská časť Staré Mesto,SK0422598186,Bratislava I,Bratislavský,48.140553,17.112478,mestska_cast,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
440,36200166,"SHP SLAVOŠOVCE, a.s.",,04936,243,Slavošovce,SK0428526282,Rožňava,Košický,48.716667,20.283333,obec,papierne,Papiereň a celulózka,"Drevo, lesníctvo a ostatné",1
441,36204374,ZELENINA s.r.o.,Zeleninárska 2,07101,36,Michalovce,SK0427522279,Michalovce,Košický,48.75,21.933333,obec,zeleninarstvo,Zeleninárstvo,Poľnohospodárstvo a chov,1
442,36213608,"ZEMPLÍNSKA ZELENINA, odbytové družstvo",Spodná 13,07631,244,Streda nad Bodrogom,SK042B543802,Trebišov,Košický,48.366667,21.766667,obec,zeleninarstvo,Zeleninárstvo,Poľnohospodárstvo a chov,1
443,36228443,"Technické služby Senica, a.s.",Železničná 465,90501,25,Senica,SK0215504203,Senica,Trnavský,48.679121,17.364383,obec,technicke_sluzby,Technické služby mesta / obce,Komunálny a gastro bioodpad,1
444,36232751,"Vodárenská spoločnosť Sládkovičovo, spol. s r.o.",Fučíkova 460/254,92521,217,Sládkovičovo,SK0212504017,Galanta,Trnavský,48.208208,17.644866,obec,vodarenska,Vodárenská spoločnosť (ČOV),Komunálny a gastro bioodpad,1
445,36232904,"LIEHOVAR KRYSTAL SEDÍN, s.r.o.",Sputnikova 19,82102,125,Bratislava,,Bratislava I,Bratislavský,48.153538,17.109671,obec,liehovar,Liehovar a pálenica,Potravinárstvo a nápoje,1
446,36241369,"Slovenské liehovary a likérky, a.s.",Trnavská cesta,92041,245,Leopoldov,SK0213507253,Hlohovec,Trnavský,48.444113,17.765415,obec,liehovar,Liehovar a pálenica,Potravinárstvo a nápoje,1
447,36249734,"PÍLA BREST, s.r.o.",Lovčická 8,91927,246,Brestovany,SK0217506842,Trnava,Trnavský,48.385557,17.690227,obec,pila,Píla a drevospracovanie,"Drevo, lesníctvo a ostatné",1
